省份,年份,招生代码,大学名称,专业代码,专业名称,科类,批次,最低分,平均分,最高分,最低位次,录取人数
福建,2018,6270,湖南财政经济学院,08,财务管理,文科,本二批,525,527,529,11707,2
福建,2018,6270,湖南财政经济学院,09,人力资源管理,文科,本二批,535,535,535,9981,1
福建,2018,6397,牡丹江医学院,01,临床医学,理科,本二批,470,473,477,42466,5
福建,2018,6397,牡丹江医学院,02,医学影像学,理科,本二批,468,472,476,43250,2
福建,2018,6397,牡丹江医学院,03,医学检验技术,理科,本二批,458,461,468,47295,3
福建,2018,6397,牡丹江医学院,04,医学影像技术,理科,本二批,455,460,469,48543,5
福建,2018,1060,莆田学院,01,临床医学,理科,本一批,490,503,550,34535,105
福建,2018,1060,莆田学院,02,金融工程,理科,本二批,446,457,482,52386,39
福建,2018,1060,莆田学院,03,商务英语,理科,本二批,460,464,471,46455,20
福建,2018,1060,莆田学院,04,应用化学,理科,本二批,439,452,486,55473,30
福建,2018,1060,莆田学院,05,生物技术,理科,本二批,438,447,464,55888,33
福建,2018,1060,莆田学院,06,机械设计制造及其自动化,理科,本二批,438,450,472,55888,69
福建,2018,1060,莆田学院,07,机械设计制造及其自动化,理科,本二批,438,447,458,55888,21
福建,2018,1060,莆田学院,08,测控技术与仪器,理科,本二批,439,443,467,55473,26
福建,2018,1060,莆田学院,09,电气工程及其自动化,理科,本二批,451,459,480,50261,39
福建,2018,1060,莆田学院,10,电气工程及其自动化,理科,本二批,438,455,482,55888,54
福建,2018,1060,莆田学院,11,电子信息工程,理科,本二批,445,453,464,52819,19
福建,2018,1060,莆田学院,12,通信工程,理科,本二批,440,453,472,55040,27
福建,2018,1060,莆田学院,13,计算机科学与技术,理科,本二批,450,458,479,50695,59
福建,2018,1060,莆田学院,14,计算机科学与技术,理科,本二批,439,453,466,55473,57
福建,2018,1060,莆田学院,15,计算机科学与技术,理科,本二批,458,462,473,47295,23
福建,2018,1060,莆田学院,16,物联网工程,理科,本二批,438,447,463,55888,58
福建,2018,1060,莆田学院,17,物联网工程,理科,本二批,438,449,462,55888,31
福建,2018,1060,莆田学院,18,土木工程,理科,本二批,438,453,483,55888,72
福建,2018,1060,莆田学院,19,环境工程,理科,本二批,438,448,458,55888,29
福建,2018,1060,莆田学院,20,生物医学工程,理科,本二批,438,445,456,55888,24
福建,2018,1060,莆田学院,21,食品质量与安全,理科,本二批,438,446,465,55888,36
福建,2018,1060,莆田学院,22,城乡规划,理科,本二批,431,449,481,59017,40
福建,2018,1060,莆田学院,23,药学,理科,本二批,447,458,479,51941,41
福建,2018,1060,莆田学院,24,医学检验技术,理科,本二批,438,457,489,55888,58
福建,2018,1060,莆田学院,25,医学影像技术,理科,本二批,459,468,485,46865,24
福建,2018,1060,莆田学院,26,护理学,理科,本二批,438,450,474,55888,49
福建,2018,1060,莆田学院,27,助产学,理科,本二批,439,451,488,55473,34
福建,2018,1060,莆田学院,28,工程管理,理科,本二批,438,450,460,55888,46
福建,2018,1060,莆田学院,29,工程造价,理科,本二批,438,453,468,55888,56
福建,2018,1060,莆田学院,30,会计学,理科,本二批,462,470,483,45652,10
福建,2018,1060,莆田学院,31,财务管理,理科,本二批,466,471,482,44030,10
福建,2018,1060,莆田学院,32,电子商务,理科,本二批,438,455,465,55888,28
福建,2018,1060,莆田学院,01,汉语言文学,文科,本二批,525,532,546,11707,19
福建,2018,1060,莆田学院,02,英语,文科,本二批,517,525,542,13254,28
福建,2018,1060,莆田学院,03,日语,文科,本二批,501,511,524,16490,23
福建,2018,1060,莆田学院,04,商务英语,文科,本二批,502,513,537,16263,33
福建,2018,1060,莆田学院,05,新闻学,文科,本二批,502,513,524,16263,19
福建,2018,1060,莆田学院,06,广告学,文科,本二批,514,516,518,13819,2
福建,2018,1060,莆田学院,07,市场营销,文科,本二批,501,507,545,16490,24
福建,2018,1060,莆田学院,08,会计学,文科,本二批,502,516,547,16263,38
福建,2018,1060,莆田学院,09,财务管理,文科,本二批,504,514,528,15839,34
福建,2018,1060,莆田学院,10,人力资源管理,文科,本二批,502,513,524,16263,27
福建,2018,1060,莆田学院,11,公共事业管理,文科,本二批,505,510,517,15632,7
福建,2018,1060,莆田学院,12,旅游管理,文科,本二批,501,507,523,16490,25
福建,2018,1063,莆田学院(面向莆田),04,临床医学,理科,本一批,491,504,516,34156,10
福建,2018,1063,莆田学院(面向莆田),05,金融工程,理科,本二批,452,455,458,49849,5
福建,2018,1063,莆田学院(面向莆田),06,商务英语,理科,本二批,433,444,455,58099,10
福建,2018,1063,莆田学院(面向莆田),07,应用化学,理科,本二批,425,440,469,61676,10
福建,2018,1063,莆田学院(面向莆田),08,生物技术,理科,本二批,432,443,469,58562,10
福建,2018,1063,莆田学院(面向莆田),09,机械设计制造及其自动化,理科,本二批,426,442,479,61230,20
福建,2018,1063,莆田学院(面向莆田),10,机械设计制造及其自动化,理科,本二批,429,443,448,59892,5
福建,2018,1063,莆田学院(面向莆田),11,测控技术与仪器,理科,本二批,426,435,451,61230,15
福建,2018,1063,莆田学院(面向莆田),12,电气工程及其自动化,理科,本二批,441,451,465,54574,10
福建,2018,1063,莆田学院(面向莆田),13,电气工程及其自动化,理科,本二批,435,456,467,57234,10
福建,2018,1063,莆田学院(面向莆田),14,电子信息工程,理科,本二批,444,446,450,53274,5
福建,2018,1063,莆田学院(面向莆田),15,通信工程,理科,本二批,426,449,459,61230,5
福建,2018,1063,莆田学院(面向莆田),16,计算机科学与技术,理科,本二批,454,466,486,48937,13
福建,2018,1063,莆田学院(面向莆田),17,计算机科学与技术,理科,本二批,427,450,459,60784,13
福建,2018,1063,莆田学院(面向莆田),18,计算机科学与技术,理科,本二批,461,466,476,46069,5
福建,2018,1063,莆田学院(面向莆田),19,物联网工程,理科,本二批,425,447,462,61676,12
福建,2018,1063,莆田学院(面向莆田),20,物联网工程,理科,本二批,437,442,448,56297,5
福建,2018,1063,莆田学院(面向莆田),21,土木工程,理科,本二批,430,454,476,59415,10
福建,2018,1063,莆田学院(面向莆田),22,环境工程,理科,本二批,424,439,461,62122,10
福建,2018,1063,莆田学院(面向莆田),23,生物医学工程,理科,本二批,432,442,456,58562,5
福建,2018,1063,莆田学院(面向莆田),24,食品质量与安全,理科,本二批,428,441,447,60360,10
福建,2018,1063,莆田学院(面向莆田),25,城乡规划,理科,本二批,435,442,455,57234,10
福建,2018,1063,莆田学院(面向莆田),26,药学,理科,本二批,432,449,465,58562,15
福建,2018,1063,莆田学院(面向莆田),27,医学检验技术,理科,本二批,456,464,479,48116,10
福建,2018,1063,莆田学院(面向莆田),28,医学影像技术,理科,本二批,464,471,475,44862,5
福建,2018,1063,莆田学院(面向莆田),29,护理学,理科,本二批,427,442,457,60784,20
福建,2018,1063,莆田学院(面向莆田),30,助产学,理科,本二批,432,451,470,58562,10
福建,2018,1063,莆田学院(面向莆田),31,工程管理,理科,本二批,425,440,456,61676,10
福建,2018,1063,莆田学院(面向莆田),32,工程造价,理科,本二批,426,439,455,61230,10
福建,2018,1063,莆田学院(面向莆田),33,会计学,理科,本二批,461,476,485,46069,5
福建,2018,1063,莆田学院(面向莆田),34,财务管理,理科,本二批,437,446,456,56297,5
福建,2018,1063,莆田学院(面向莆田),35,电子商务,理科,本二批,428,444,472,60360,10
福建,2018,1063,莆田学院(面向莆田),04,汉语言文学,文科,本二批,519,522,526,12859,4
福建,2018,1063,莆田学院(面向莆田),05,英语,文科,本二批,515,524,540,13629,10
福建,2018,1063,莆田学院(面向莆田),06,日语,文科,本二批,494,496,503,18013,5
福建,2018,1063,莆田学院(面向莆田),07,商务英语,文科,本二批,492,506,514,18430,10
福建,2018,1063,莆田学院(面向莆田),08,新闻学,文科,本二批,491,503,520,18654,10
福建,2018,1063,莆田学院(面向莆田),09,市场营销,文科,本二批,490,499,509,18900,15
福建,2018,1063,莆田学院(面向莆田),10,会计学,文科,本二批,511,515,517,14408,5
福建,2018,1063,莆田学院(面向莆田),11,财务管理,文科,本二批,491,505,514,18654,5
福建,2018,1063,莆田学院(面向莆田),12,人力资源管理,文科,本二批,493,501,510,18215,10
福建,2018,1063,莆田学院(面向莆田),13,公共事业管理,文科,本二批,498,500,502,17122,2
福建,2018,1063,莆田学院(面向莆田),14,旅游管理,文科,本二批,490,496,511,18900,12
福建,2018,1064,莆田学院(闽台合作办学),01,机械设计制造及其自动化,理科,本二批,388,402,426,78448,40
福建,2018,1064,莆田学院(闽台合作办学),02,护理学,理科,本二批,395,411,435,75249,40
福建,2018,1066,莆田学院(中外合作),01,公共管理类(公共事业管理),理科,本二批,391,403,432,77006,22
福建,2018,1066,莆田学院(中外合作),01,公共管理类(公共事业管理),文科,本二批,454,463,473,27655,16
福建,2018,6461,曲靖师范学院,05,经济统计学,理科,本二批,435,435,435,57234,1
福建,2018,6461,曲靖师范学院,06,金融工程,理科,本二批,434,440,445,57673,2
福建,2018,6461,曲靖师范学院,07,电子信息工程,理科,本二批,433,434,435,58099,2
福建,2018,6461,曲靖师范学院,08,软件工程,理科,本二批,434,435,436,57673,2
福建,2018,6461,曲靖师范学院,09,信息管理与信息系统,理科,本二批,438,438,438,55888,1
福建,2018,6461,曲靖师范学院,10,会计学,理科,本二批,441,447,452,54574,2
福建,2018,6461,曲靖师范学院,11,物流管理,理科,本二批,434,434,434,57673,1
福建,2018,6461,曲靖师范学院,06,经济统计学,文科,本二批,494,495,496,18013,2
福建,2018,6461,曲靖师范学院,07,金融工程,文科,本二批,495,495,495,17777,1
福建,2018,6461,曲靖师范学院,08,会计学,文科,本二批,495,502,509,17777,2
福建,2018,6461,曲靖师范学院,09,审计学,文科,本二批,493,493,493,18215,1
福建,2018,6461,曲靖师范学院,10,物流管理,文科,本二批,499,499,499,16901,1
福建,2018,2032,泉州师范学院,01,经济学,理科,本二批,475,478,484,40484,8
福建,2018,2032,泉州师范学院,02,金融工程,理科,本二批,470,477,486,42466,10
福建,2018,2032,泉州师范学院,03,国际经济与贸易,理科,本二批,470,474,483,42466,9
福建,2018,2032,泉州师范学院,04,英语,理科,本二批,480,487,498,38482,8
福建,2018,2032,泉州师范学院,05,商务英语,理科,本二批,474,477,480,40864,7
福建,2018,2032,泉州师范学院,06,人文地理与城乡规划,理科,本二批,462,466,480,45652,10
福建,2018,2032,泉州师范学院,07,海洋技术,理科,本二批,462,464,472,45652,10
福建,2018,2032,泉州师范学院,08,生物技术,理科,本二批,470,474,487,42466,11
福建,2018,2032,泉州师范学院,09,应用心理学,理科,本二批,473,477,487,41272,10
福建,2018,2032,泉州师范学院,10,机械设计制造及其自动化,理科,本二批,463,470,479,45268,17
福建,2018,2032,泉州师范学院,11,汽车服务工程,理科,本二批,462,466,481,45652,15
福建,2018,2032,泉州师范学院,12,材料化学,理科,本二批,467,473,483,43640,7
福建,2018,2032,泉州师范学院,13,电气工程与智能控制,理科,本二批,464,470,482,44862,14
福建,2018,2032,泉州师范学院,14,通信工程,理科,本二批,467,473,478,43640,8
福建,2018,2032,泉州师范学院,15,光电信息科学与工程,理科,本二批,462,465,472,45652,12
福建,2018,2032,泉州师范学院,16,电子信息科学与技术,理科,本二批,473,476,479,41272,7
福建,2018,2032,泉州师范学院,17,计算机科学与技术,理科,本二批,478,485,512,39294,10
福建,2018,2032,泉州师范学院,18,物联网工程,理科,本二批,472,476,483,41661,10
福建,2018,2032,泉州师范学院,19,数字媒体技术,理科,本二批,478,482,490,39294,8
福建,2018,2032,泉州师范学院,20,化工与制药类(含化学工程与工艺、制药工程专业),理科,本二批,468,473,480,43250,9
福建,2018,2032,泉州师范学院,21,纺织工程,理科,本二批,445,463,475,52819,13
福建,2018,2032,泉州师范学院,22,服装设计与工程,理科,本二批,463,467,479,45268,11
福建,2018,2032,泉州师范学院,23,环境科学,理科,本二批,467,469,472,43640,6
福建,2018,2032,泉州师范学院,24,食品科学与工程,理科,本二批,462,464,468,45652,16
福建,2018,2032,泉州师范学院,25,信息管理与信息系统,理科,本二批,465,470,477,44431,15
福建,2018,2032,泉州师范学院,26,市场营销,理科,本二批,463,466,472,45268,11
福建,2018,2032,泉州师范学院,27,国际商务,理科,本二批,466,471,476,44030,9
福建,2018,2032,泉州师范学院,28,体育经济与管理,理科,本二批,464,466,473,44862,7
福建,2018,2032,泉州师范学院,29,物流管理,理科,本二批,464,467,474,44862,8
福建,2018,2032,泉州师范学院,30,电子商务,理科,本二批,469,472,475,42861,10
福建,2018,2034,泉州师范学院(面向泉州),01,经济学,理科,本二批,467,474,480,43640,8
福建,2018,2034,泉州师范学院(面向泉州),02,金融工程,理科,本二批,470,475,481,42466,8
福建,2018,2034,泉州师范学院(面向泉州),03,国际经济与贸易,理科,本二批,469,472,482,42861,8
福建,2018,2034,泉州师范学院(面向泉州),04,英语,理科,本二批,485,493,506,36522,7
福建,2018,2034,泉州师范学院(面向泉州),05,商务英语,理科,本二批,475,478,482,40484,7
福建,2018,2034,泉州师范学院(面向泉州),06,人文地理与城乡规划,理科,本二批,466,470,474,44030,5
福建,2018,2034,泉州师范学院(面向泉州),07,海洋技术,理科,本二批,464,466,468,44862,5
福建,2018,2034,泉州师范学院(面向泉州),08,生物技术,理科,本二批,464,469,483,44862,5
福建,2018,2034,泉州师范学院(面向泉州),09,应用心理学,理科,本二批,473,474,476,41272,5
福建,2018,2034,泉州师范学院(面向泉州),10,材料化学,理科,本二批,468,471,477,43250,5
福建,2018,2034,泉州师范学院(面向泉州),11,通信工程,理科,本二批,471,477,484,42067,5
福建,2018,2034,泉州师范学院(面向泉州),12,电子信息科学与技术,理科,本二批,472,473,476,41661,5
福建,2018,2034,泉州师范学院(面向泉州),13,计算机科学与技术,理科,本二批,479,484,487,38880,5
福建,2018,2034,泉州师范学院(面向泉州),14,物联网工程,理科,本二批,471,476,479,42067,5
福建,2018,2034,泉州师范学院(面向泉州),15,数字媒体技术,理科,本二批,480,483,486,38482,5
福建,2018,2034,泉州师范学院(面向泉州),16,化工与制药类(含化学工程与工艺、制药工程专业),理科,本二批,466,473,485,44030,5
福建,2018,2034,泉州师范学院(面向泉州),17,纺织工程,理科,本二批,411,445,466,67949,5
福建,2018,2034,泉州师范学院(面向泉州),18,服装设计与工程,理科,本二批,464,470,474,44862,5
福建,2018,2034,泉州师范学院(面向泉州),19,环境科学,理科,本二批,466,468,471,44030,5
福建,2018,2034,泉州师范学院(面向泉州),20,市场营销,理科,本二批,465,468,474,44431,5
福建,2018,2034,泉州师范学院(面向泉州),21,国际商务,理科,本二批,465,471,475,44431,5
福建,2018,2034,泉州师范学院(面向泉州),22,物流管理,理科,本二批,467,472,483,43640,5
福建,2018,2034,泉州师范学院(面向泉州),23,电子商务,理科,本二批,471,473,476,42067,5
福建,2018,2035,泉州师范学院(闽台合作办学),01,材料化学,理科,本二批,408,416,438,69285,39
福建,2018,2035,泉州师范学院(闽台合作办学),02,通信工程,理科,本二批,411,420,447,67949,40
福建,2018,2035,泉州师范学院(闽台合作办学),03,服装设计与工程,理科,本二批,408,415,429,69285,40
福建,2018,2035,泉州师范学院(闽台合作办学),04,电子商务,理科,本二批,416,423,434,65666,40
福建,2018,2032,泉州师范学院,01,经济学,文科,本二批,534,536,539,10135,5
福建,2018,2032,泉州师范学院,02,国际经济与贸易,文科,本二批,533,536,543,10303,8
福建,2018,2032,泉州师范学院,03,汉语言文学,文科,本二批,543,546,550,8687,10
福建,2018,2032,泉州师范学院,04,英语,文科,本二批,539,543,550,9326,7
福建,2018,2032,泉州师范学院,05,商务英语,文科,本二批,535,537,540,9981,7
福建,2018,2032,泉州师范学院,06,广播电视学,文科,本二批,532,533,534,10479,5
福建,2018,2032,泉州师范学院,07,广告学,文科,本二批,534,537,540,10135,5
福建,2018,2032,泉州师范学院,08,人文地理与城乡规划,文科,本二批,528,532,543,11188,5
福建,2018,2032,泉州师范学院,09,市场营销,文科,本二批,528,532,541,11188,5
福建,2018,2032,泉州师范学院,10,国际商务,文科,本二批,527,530,532,11340,5
福建,2018,2032,泉州师范学院,11,文化产业管理,文科,本二批,531,535,542,10654,5
福建,2018,2032,泉州师范学院,13,物流管理,文科,本二批,515,526,531,13629,5
福建,2018,2035,泉州师范学院(闽台合作办学),01,广告学,文科,本二批,482,489,520,20734,35
福建,2018,2036,泉州师范学院(软件学院),04,软件工程,理科,本二批,415,423,483,66114,60
福建,2018,2036,泉州师范学院(软件学院),01,软件工程,文科,本二批,477,484,507,21924,110
福建,2018,2040,三明学院,03,贸易经济,理科,本二批,434,448,466,57673,12
福建,2018,2040,三明学院,04,商务英语,理科,本二批,455,459,462,48543,12
福建,2018,2040,三明学院,05,传播学,理科,本二批,446,454,465,52386,5
福建,2018,2040,三明学院,06,生物技术,理科,本二批,431,444,454,59017,20
福建,2018,2040,三明学院,07,机械设计制造及其自动化,理科,本二批,445,452,483,52819,27
福建,2018,2040,三明学院,08,车辆工程,理科,本二批,430,442,458,59415,14
福建,2018,2040,三明学院,09,材料化学,理科,本二批,431,441,457,59017,14
福建,2018,2040,三明学院,10,电子信息工程,理科,本二批,441,450,460,54574,16
福建,2018,2040,三明学院,11,电子科学与技术,理科,本二批,430,443,470,59415,17
福建,2018,2040,三明学院,12,通信工程,理科,本二批,430,444,455,59415,21
福建,2018,2040,三明学院,13,光电信息科学与工程,理科,本二批,431,444,466,59017,16
福建,2018,2040,三明学院,14,计算机科学与技术,理科,本二批,444,453,465,53274,53
福建,2018,2040,三明学院,15,网络工程,理科,本二批,432,443,456,58562,15
福建,2018,2040,三明学院,16,物联网工程,理科,本二批,430,443,460,59415,23
福建,2018,2040,三明学院,17,数字媒体技术,理科,本二批,444,451,465,53274,17
福建,2018,2040,三明学院,18,土木工程,理科,本二批,430,441,458,59415,26
福建,2018,2040,三明学院,19,化学工程与工艺,理科,本二批,432,440,450,58562,30
福建,2018,2040,三明学院,20,环境工程,理科,本二批,430,441,477,59415,19
福建,2018,2040,三明学院,21,资源环境科学,理科,本二批,430,439,455,59415,13
福建,2018,2040,三明学院,22,风景园林,理科,本二批,430,437,458,59415,31
福建,2018,2040,三明学院,23,工程造价,理科,本二批,442,450,466,54106,15
福建,2018,2040,三明学院,24,市场营销,理科,本二批,430,443,460,59415,16
福建,2018,2040,三明学院,25,财务管理,理科,本二批,456,461,466,48116,8
福建,2018,2040,三明学院,26,物流管理,理科,本二批,437,444,450,56297,8
福建,2018,2040,三明学院,27,电子商务,理科,本二批,431,446,456,59017,20
福建,2018,2040,三明学院,28,旅游管理与服务教育,理科,本二批,434,445,458,57673,10
福建,2018,2040,三明学院,04,贸易经济,文科,本二批,505,514,531,15632,6
福建,2018,2040,三明学院,05,汉语言文学,文科,本二批,524,531,541,11907,19
福建,2018,2040,三明学院,06,商务英语,文科,本二批,508,515,527,15014,23
福建,2018,2040,三明学院,07,传播学,文科,本二批,511,515,521,14408,7
福建,2018,2040,三明学院,08,市场营销,文科,本二批,504,513,524,15839,41
福建,2018,2040,三明学院,09,财务管理,文科,本二批,509,516,526,14821,13
福建,2018,2040,三明学院,10,物流管理,文科,本二批,504,509,520,15839,8
福建,2018,2040,三明学院,11,旅游管理与服务教育,文科,本二批,505,509,516,15632,27
福建,2018,2042,三明学院(国际课程教育项目其它),01,土木工程,理科,本二批,403,411,436,71536,5
福建,2018,2042,三明学院(国际课程教育项目其它),02,财务管理,理科,本二批,408,408,408,69285,1
福建,2018,2043,三明学院(面向三明),02,贸易经济,理科,本二批,430,439,453,59415,10
福建,2018,2043,三明学院(面向三明),03,商务英语,理科,本二批,436,445,453,56766,8
福建,2018,2043,三明学院(面向三明),04,生物技术,理科,本二批,430,437,448,59415,4
福建,2018,2043,三明学院(面向三明),05,机械设计制造及其自动化,理科,本二批,426,439,463,61230,20
福建,2018,2043,三明学院(面向三明),06,车辆工程,理科,本二批,423,432,451,62562,10
福建,2018,2043,三明学院(面向三明),07,材料化学,理科,本二批,424,432,447,62122,6
福建,2018,2043,三明学院(面向三明),08,电子信息工程,理科,本二批,443,454,476,53701,5
福建,2018,2043,三明学院(面向三明),09,电子科学与技术,理科,本二批,426,436,442,61230,6
福建,2018,2043,三明学院(面向三明),10,通信工程,理科,本二批,424,433,458,62122,26
福建,2018,2043,三明学院(面向三明),11,光电信息科学与工程,理科,本二批,423,430,439,62562,8
福建,2018,2043,三明学院(面向三明),12,计算机科学与技术,理科,本二批,454,457,464,48937,9
福建,2018,2043,三明学院(面向三明),13,网络工程,理科,本二批,430,439,453,59415,9
福建,2018,2043,三明学院(面向三明),14,物联网工程,理科,本二批,423,431,444,62562,25
福建,2018,2043,三明学院(面向三明),15,数字媒体技术,理科,本二批,430,440,459,59415,10
福建,2018,2043,三明学院(面向三明),16,土木工程,理科,本二批,428,442,463,60360,20
福建,2018,2043,三明学院(面向三明),17,化学工程与工艺,理科,本二批,424,430,443,62122,18
福建,2018,2043,三明学院(面向三明),18,环境工程,理科,本二批,423,427,436,62562,20
福建,2018,2043,三明学院(面向三明),19,资源环境科学,理科,本二批,426,430,438,61230,5
福建,2018,2043,三明学院(面向三明),20,风景园林,理科,本二批,424,435,450,62122,10
福建,2018,2043,三明学院(面向三明),21,工程造价,理科,本二批,432,442,451,58562,10
福建,2018,2043,三明学院(面向三明),22,电子商务,理科,本二批,431,436,448,59017,8
福建,2018,2043,三明学院(面向三明),03,贸易经济,文科,本二批,486,494,508,19833,15
福建,2018,2043,三明学院(面向三明),04,汉语言文学,文科,本二批,509,516,537,14821,6
福建,2018,2043,三明学院(面向三明),05,商务英语,文科,本二批,487,498,507,19578,18
福建,2018,2043,三明学院(面向三明),06,传播学,文科,本二批,494,500,505,18013,3
福建,2018,2043,三明学院(面向三明),07,市场营销,文科,本二批,486,496,509,19833,5
福建,2018,2043,三明学院(面向三明),08,财务管理,文科,本二批,493,501,514,18215,10
福建,2018,2043,三明学院(面向三明),09,物流管理,文科,本二批,487,490,492,19578,3
福建,2018,2043,三明学院(面向三明),10,旅游管理与服务教育,文科,本二批,487,495,509,19578,15
福建,2018,2044,三明学院(闽台合作办学),01,生物技术,理科,本二批,398,407,428,73810,30
福建,2018,2044,三明学院(闽台合作办学),02,机械设计制造及其自动化,理科,本二批,398,408,426,73810,35
福建,2018,2044,三明学院(闽台合作办学),03,电子信息类(电子信息工程),理科,本二批,398,407,422,73810,44
福建,2018,2044,三明学院(闽台合作办学),04,土木工程,理科,本二批,398,409,429,73810,35
福建,2018,2044,三明学院(闽台合作办学),05,市场营销,理科,本二批,401,407,417,72458,3
福建,2018,2044,三明学院(闽台合作办学),06,财务管理,理科,本二批,417,422,431,65233,10
福建,2018,2044,三明学院(闽台合作办学),01,市场营销,文科,本二批,473,476,497,22875,27
福建,2018,2044,三明学院(闽台合作办学),02,财务管理,文科,本二批,475,481,504,22409,40
福建,2018,6478,山西大同大学,02,法学,文科,本二批,512,513,515,14211,5
福建,2018,6478,山西大同大学,03,新闻学,文科,本二批,505,508,510,15632,5
福建,2018,6478,山西大同大学,04,中医学,文科,本二批,510,520,530,14614,5
福建,2018,6478,山西大同大学,03,光电信息科学与工程,理科,本二批,435,439,447,57234,5
福建,2018,6478,山西大同大学,04,计算机科学与技术,理科,本二批,432,435,438,58562,5
福建,2018,6478,山西大同大学,05,生物工程,理科,本二批,431,433,434,59017,5
福建,2018,6478,山西大同大学,06,护理学,理科,本二批,436,440,447,56766,5
福建,2018,6707,仲恺农业工程学院,01,生物科学类,理科,本二批,451,451,451,50261,1
福建,2018,6707,仲恺农业工程学院,02,机械类,理科,本二批,457,457,457,47704,1
福建,2018,6707,仲恺农业工程学院,03,自动化,理科,本二批,454,454,454,48937,1
福建,2018,6707,仲恺农业工程学院,04,包装工程,理科,本二批,452,452,452,49849,1
福建,2018,6707,仲恺农业工程学院,05,农学,理科,本二批,451,451,451,50261,1
福建,2018,6707,仲恺农业工程学院,06,种子科学与工程,理科,本二批,450,450,450,50695,1
福建,2018,6707,仲恺农业工程学院,07,动物科学,理科,本二批,444,444,444,53274,1
福建,2018,6707,仲恺农业工程学院,08,园林,理科,本二批,476,476,476,40084,1
福建,2018,6707,仲恺农业工程学院,09,水产养殖学,理科,本二批,447,447,447,51941,1
福建,2018,6335,江苏警官学院,01,法学,文科,本二批,531,532,533,10654,4
福建,2018,6335,江苏警官学院,02,行政管理,文科,本二批,531,531,531,10654,1
福建,2018,6335,江苏警官学院,01,法学,理科,本二批,474,478,480,40864,4
福建,2018,6335,江苏警官学院,02,行政管理,理科,本二批,472,472,472,41661,1
福建,2018,6158,广西艺术学院,01,广播电视学,理科,本二批,432,432,432,58562,1
福建,2018,6158,广西艺术学院,02,广告学,理科,本二批,411,416,421,67949,2
福建,2018,6158,广西艺术学院,03,风景园林,理科,本二批,416,416,416,65666,1
福建,2018,6158,广西艺术学院,01,广播电视学,文科,本二批,512,513,513,14211,2
福建,2018,6158,广西艺术学院,02,广告学,文科,本二批,490,492,493,18900,2
福建,2018,6158,广西艺术学院,03,风景园林,文科,本二批,490,491,491,18900,2
福建,2018,6021,白城师范学院,02,土木工程,理科,本二批,422,424,428,62986,3
福建,2018,6021,白城师范学院,03,食品质量与安全,理科,本二批,418,420,423,64778,3
福建,2018,6021,白城师范学院,04,园艺,理科,本二批,419,421,422,64323,2
福建,2018,6021,白城师范学院,05,市场营销,理科,本二批,420,421,421,63893,2
福建,2018,6021,白城师范学院,06,旅游管理,理科,本二批,421,421,421,63436,2
福建,2018,6021,白城师范学院,07,建筑工程技术,理科,高职专科,263,277,289,120924,5
福建,2018,6021,白城师范学院,08,计算机应用技术,理科,高职专科,330,336,341,102553,2
福建,2018,6021,白城师范学院,02,法学,文科,本二批,486,488,490,19833,2
福建,2018,6021,白城师范学院,03,工程管理,文科,本二批,485,486,487,20050,3
福建,2018,6021,白城师范学院,04,财务管理(校企合作),文科,本二批,488,489,490,19346,3
福建,2018,6021,白城师范学院,05,物流管理,文科,本二批,483,484,485,20509,3
福建,2018,6021,白城师范学院,06,会计,文科,高职专科,400,411,425,41659,3
福建,2018,6046,滨州医学院,01,特殊教育,文科,本二批,511,517,523,14408,2
福建,2018,6046,滨州医学院,02,中医学,文科,本二批,526,537,547,11510,2
福建,2018,6046,滨州医学院,01,临床医学,理科,本二批,482,485,487,37678,4
福建,2018,6046,滨州医学院,02,口腔医学,理科,本二批,469,475,481,42861,2
福建,2018,6046,滨州医学院,03,药学,理科,本二批,477,478,478,39707,2
福建,2018,6046,滨州医学院,04,眼视光学,理科,本二批,473,474,475,41272,2
福建,2018,6046,滨州医学院,05,听力与言语康复学,理科,本二批,470,472,474,42466,2
福建,2018,6046,滨州医学院,06,护理学,理科,本二批,425,441,469,61676,4
福建,2018,6070,常熟理工学院,01,秘书学,文科,本二批,518,518,518,13060,2
福建,2018,6070,常熟理工学院,02,市场营销,文科,本二批,523,524,527,12107,4
福建,2018,6070,常熟理工学院,03,财务管理,文科,本二批,527,527,527,11340,2
福建,2018,6070,常熟理工学院,04,公共事业管理,文科,本二批,518,521,526,13060,3
福建,2018,6070,常熟理工学院,01,信息与计算科学(招考方向:嵌入式培养),理科,本二批,467,468,469,43640,2
福建,2018,6070,常熟理工学院,02,材料成型及控制工程,理科,本二批,462,463,465,45652,4
福建,2018,6070,常熟理工学院,03,车辆工程,理科,本二批,463,464,464,45268,3
福建,2018,6070,常熟理工学院,04,测控技术与仪器,理科,本二批,464,466,467,44862,3
福建,2018,6070,常熟理工学院,05,材料科学与工程,理科,本二批,469,474,478,42861,2
福建,2018,6070,常熟理工学院,06,新能源科学与工程,理科,本二批,463,465,466,45268,4
福建,2018,6070,常熟理工学院,07,电子信息工程,理科,本二批,467,467,467,43640,2
福建,2018,6070,常熟理工学院,08,光电信息科学与工程,理科,本二批,465,465,465,44431,2
福建,2018,6070,常熟理工学院,09,计算机科学与技术(招考方向:嵌入式培养),理科,本二批,470,472,474,42466,4
