省份,年份,招生代码,大学名称,专业代码,专业名称,科类,批次,最低分,平均分,最高分,最低位次,录取人数
福建,2018,5001,安徽财经大学,21,公共管理类(包含行政管理、劳动与社会保障、土地资源管理专业),理科,本一批,527,527,527,21643,2
福建,2018,5001,安徽财经大学,22,电子商务,理科,本一批,524,525,525,22606,2
福建,2018,5001,安徽财经大学,01,经济学类(包含经济学、国民经济管理),文科,本一批,575,578,580,4262,3
福建,2018,5001,安徽财经大学,02,财政学类(包含财政学、税收学),文科,本一批,571,571,571,4716,1
福建,2018,5001,安徽财经大学,03,金融学类(包含金融工程、投资学、保险学、互联网金融),文科,本一批,579,582,584,3778,2
福建,2018,5001,安徽财经大学,04,金融学,文科,本一批,572,580,584,4605,3
福建,2018,5001,安徽财经大学,05,经济与贸易类(包含贸易经济、国际经济与贸易),文科,本一批,575,575,575,4262,1
福建,2018,5001,安徽财经大学,06,法学,文科,本一批,572,574,576,4605,2
福建,2018,5001,安徽财经大学,07,日语,文科,本一批,571,571,571,4716,1
福建,2018,5001,安徽财经大学,08,商务英语,文科,本一批,572,572,572,4605,1
福建,2018,5001,安徽财经大学,09,新闻传播学类(包含新闻学、广告学、网络与新媒体、传播学专业，分流时也可选择秘书学专业),文科,本一批,572,574,576,4605,2
福建,2018,5001,安徽财经大学,10,工商管理类(包含工商管理、市场营销、人力资源管理),文科,本一批,568,570,573,5082,3
福建,2018,5001,安徽财经大学,11,会计学,文科,本一批,583,587,592,3378,5
福建,2018,5001,安徽财经大学,12,财务管理,文科,本一批,583,583,583,3378,1
福建,2018,5001,安徽财经大学,13,审计学,文科,本一批,578,578,578,3918,1
福建,2018,5001,安徽财经大学,14,资产评估,文科,本一批,588,588,588,2919,1
福建,2018,5001,安徽财经大学,15,公共管理类(包含行政管理、劳动与社会保障、土地资源管理专业),文科,本一批,566,567,569,5330,4
福建,2018,5001,安徽财经大学,16,物流管理,文科,本一批,580,580,580,3683,1
福建,2018,6030,北华大学,04,经济统计学,理科,本二批,451,454,458,50261,3
福建,2018,6030,北华大学,05,机械类(含机械设计制造及其自动化、材料成型及控制工程专业),理科,本二批,450,451,454,50695,3
福建,2018,6030,北华大学,06,工业设计,理科,本二批,450,450,450,50695,2
福建,2018,6030,北华大学,07,机械类(中外合作办学，含机械设计制造及其自动化),理科,本二批,436,444,451,56766,3
福建,2018,6030,北华大学,08,材料化学,理科,本二批,448,449,450,51515,3
福建,2018,6030,北华大学,09,电气工程及其自动化,理科,本二批,459,462,464,46865,3
福建,2018,6030,北华大学,10,电子信息类(中外合作办学，含通信工程),理科,本二批,421,445,468,63436,2
福建,2018,6030,北华大学,11,自动化,理科,本二批,449,452,455,51107,2
福建,2018,6030,北华大学,12,计算机科学与技术,理科,本二批,463,468,473,45268,2
福建,2018,6030,北华大学,13,软件工程,理科,本二批,455,461,465,48543,4
福建,2018,6030,北华大学,14,网络工程,理科,本二批,453,454,455,49371,2
福建,2018,6030,北华大学,15,数字媒体技术,理科,本二批,455,457,458,48543,2
福建,2018,6030,北华大学,16,木材科学与工程,理科,本二批,448,448,448,51515,2
福建,2018,6030,北华大学,17,风景园林,理科,本二批,453,453,453,49371,2
福建,2018,6030,北华大学,18,林学,理科,本二批,446,449,451,52386,2
福建,2018,6030,北华大学,19,临床医学,理科,本二批,480,482,483,38482,2
福建,2018,6030,北华大学,20,预防医学,理科,本二批,460,464,467,46455,2
福建,2018,6030,北华大学,21,药学,理科,本二批,451,453,455,50261,2
福建,2018,6030,北华大学,22,医学检验技术,理科,本二批,461,469,476,46069,2
福建,2018,6030,北华大学,23,护理学类(中外合作办学，含护理学),理科,本二批,440,440,440,55040,1
福建,2018,6030,北华大学,24,会计学,理科,本二批,451,456,459,50261,3
福建,2018,6030,北华大学,25,物流管理,理科,本二批,454,455,455,48937,2
福建,2018,6030,北华大学,04,英语,文科,本二批,508,512,518,15014,3
福建,2018,6030,北华大学,05,西班牙语,文科,本二批,514,521,527,13819,2
福建,2018,6030,北华大学,06,日语,文科,本二批,512,514,516,14211,2
福建,2018,6102,大连工业大学,01,无机非金属材料工程,理科,本二批,453,453,453,49371,2
福建,2018,6102,大连工业大学,02,通信工程,理科,本二批,454,455,455,48937,2
福建,2018,6102,大连工业大学,03,服装设计与工程,理科,本二批,454,454,454,48937,1
福建,2018,6102,大连工业大学,04,轻化工程,理科,本二批,454,458,461,48937,2
福建,2018,6215,河北科技大学,01,金融工程,理科,本二批,471,472,472,42067,2
福建,2018,6215,河北科技大学,02,新闻传播学类(含:新闻学、网络与新媒体),理科,本二批,469,471,472,42861,2
福建,2018,6215,河北科技大学,03,应用化学,理科,本二批,464,464,464,44862,2
福建,2018,6215,河北科技大学,04,机械设计制造及其自动化,理科,本二批,472,475,478,41661,3
福建,2018,6215,河北科技大学,05,材料类(含:金属材料工程、冶金工程、无机非金属材料工程、焊接技术与工程、高分子材料与工程),理科,本二批,466,467,468,44030,3
福建,2018,6215,河北科技大学,06,电气工程及其自动化,理科,本二批,473,478,486,41272,3
福建,2018,6215,河北科技大学,07,计算机科学与技术,理科,本二批,480,484,487,38482,2
福建,2018,6215,河北科技大学,08,软件工程,理科,本二批,478,478,479,39294,3
福建,2018,6215,河北科技大学,09,网络工程,理科,本二批,477,477,477,39707,2
福建,2018,6215,河北科技大学,10,土木工程,理科,本二批,482,483,484,37678,2
福建,2018,6215,河北科技大学,11,给排水科学与工程,理科,本二批,467,468,469,43640,2
福建,2018,6215,河北科技大学,12,化学工程与工艺,理科,本二批,465,466,467,44431,2
福建,2018,6215,河北科技大学,13,轻化工程,理科,本二批,463,466,468,45268,2
福建,2018,6215,河北科技大学,14,环境科学与工程类(含:环境工程、环境科学),理科,本二批,446,457,467,52386,2
福建,2018,6215,河北科技大学,15,工商管理类(含:工商管理、财务管理、市场营销),理科,本二批,466,468,470,44030,3
福建,2018,6629,新疆师范大学,09,经济学,理科,本二批,423,423,423,62562,1
福建,2018,6629,新疆师范大学,10,地理信息科学,理科,本二批,411,418,424,67949,2
福建,2018,6629,新疆师范大学,11,电子信息科学与技术,理科,本二批,416,416,416,65666,1
福建,2018,6629,新疆师范大学,12,软件工程,理科,本二批,422,423,423,62986,2
福建,2018,6629,新疆师范大学,13,网络工程,理科,本二批,418,420,421,64778,2
福建,2018,6629,新疆师范大学,14,环境工程,理科,本二批,415,415,415,66114,2
福建,2018,6629,新疆师范大学,15,生物工程,理科,本二批,415,415,415,66114,1
福建,2018,6629,新疆师范大学,06,法学,文科,本二批,496,498,501,17536,3
福建,2018,6629,新疆师范大学,07,汉语国际教育,文科,本二批,490,490,490,18900,1
福建,2018,5222,新疆医科大学,01,临床医学(“5+3”医),理科,本一批,554,554,554,13956,1
福建,2018,5222,新疆医科大学,02,临床医学,理科,本二批,470,482,514,42466,6
福建,2018,5222,新疆医科大学,03,麻醉学,理科,本二批,466,466,466,44030,1
福建,2018,5222,新疆医科大学,04,口腔医学,理科,本二批,483,483,483,37291,1
福建,2018,5222,新疆医科大学,05,中医学,理科,本二批,460,460,460,46455,1
福建,2018,6618,西南科技大学,01,知识产权,理科,本二批,474,475,475,40864,3
福建,2018,6618,西南科技大学,02,应用物理学,理科,本二批,474,475,476,40864,3
福建,2018,6618,西南科技大学,03,应用心理学,理科,本二批,475,478,485,40484,4
福建,2018,6618,西南科技大学,04,过程装备与控制工程,理科,本二批,475,483,494,40484,3
福建,2018,6618,西南科技大学,05,电子信息工程,理科,本二批,481,490,511,38049,4
福建,2018,6618,西南科技大学,06,光电信息科学与工程,理科,本二批,478,479,480,39294,4
福建,2018,6618,西南科技大学,07,软件工程,理科,本二批,481,482,484,38049,3
福建,2018,6618,西南科技大学,08,土木工程,理科,本二批,478,479,480,39294,3
福建,2018,6618,西南科技大学,09,制药工程,理科,本二批,478,481,482,39294,3
福建,2018,6618,西南科技大学,10,能源化学工程,理科,本二批,475,476,477,40484,3
福建,2018,6618,西南科技大学,11,核工程与核技术,理科,本二批,475,475,476,40484,3
福建,2018,6618,西南科技大学,12,核化工与核燃料工程,理科,本二批,473,473,473,41272,5
福建,2018,6618,西南科技大学,13,园艺,理科,本二批,474,474,474,40864,3
福建,2018,6618,西南科技大学,14,动物科学,理科,本二批,476,476,477,40084,3
福建,2018,6618,西南科技大学,15,医学影像技术,理科,本二批,475,475,475,40484,3
福建,2018,6618,西南科技大学,16,信息管理与信息系统,理科,本二批,477,477,478,39707,4
福建,2018,6618,西南科技大学,17,工程造价,理科,本二批,476,477,478,40084,3
福建,2018,6618,西南科技大学,01,法学,文科,本二批,535,537,539,9981,3
福建,2018,6618,西南科技大学,02,思想政治教育,文科,本二批,535,535,535,9981,1
福建,2018,6618,西南科技大学,03,西班牙语,文科,本二批,536,539,545,9817,6
福建,2018,6618,西南科技大学,04,广播电视学,文科,本二批,537,540,541,9649,3
福建,2018,6618,西南科技大学,05,市场营销,文科,本二批,535,535,535,9981,2
福建,2018,6053,长春工业大学,01,金融学,理科,本二批,458,458,458,47295,1
福建,2018,6053,长春工业大学,02,国际经济与贸易,理科,本二批,457,457,457,47704,1
福建,2018,6053,长春工业大学,03,英语,理科,本二批,458,458,458,47295,1
福建,2018,6053,长春工业大学,04,信息与计算科学,理科,本二批,456,456,456,48116,1
福建,2018,6053,长春工业大学,05,化学,理科,本二批,458,458,458,47295,1
福建,2018,6053,长春工业大学,06,生物技术,理科,本二批,459,459,459,46865,1
福建,2018,6053,长春工业大学,07,统计学,理科,本二批,457,457,457,47704,1
福建,2018,6053,长春工业大学,08,机械工程,理科,本二批,469,469,469,42861,1
福建,2018,6053,长春工业大学,09,工业设计,理科,本二批,473,473,473,41272,1
福建,2018,6053,长春工业大学,11,测控技术与仪器,理科,本二批,453,454,455,49371,2
福建,2018,6053,长春工业大学,12,材料物理,理科,本二批,451,451,451,50261,1
福建,2018,6053,长春工业大学,13,材料化学,理科,本二批,448,449,449,51515,2
福建,2018,6053,长春工业大学,14,金属材料工程,理科,本二批,453,453,453,49371,1
福建,2018,6053,长春工业大学,15,高分子材料与工程,理科,本二批,453,459,470,49371,4
福建,2018,6053,长春工业大学,16,电气工程及其自动化,理科,本二批,466,466,466,44030,1
福建,2018,6053,长春工业大学,17,电气类(中外合作办学，含电气工程及其自动化),理科,本二批,451,451,451,50261,1
福建,2018,6053,长春工业大学,18,电子信息工程,理科,本二批,457,457,457,47704,1
福建,2018,6053,长春工业大学,19,自动化,理科,本二批,459,459,459,46865,1
福建,2018,6053,长春工业大学,20,计算机科学与技术,理科,本二批,469,469,469,42861,1
福建,2018,6053,长春工业大学,21,软件工程,理科,本二批,460,460,460,46455,1
福建,2018,6053,长春工业大学,22,网络工程,理科,本二批,461,461,461,46069,1
福建,2018,6053,长春工业大学,23,数字媒体技术,理科,本二批,462,465,468,45652,2
福建,2018,6053,长春工业大学,24,计算机类(中外合作办学，含计算机科学与技术),理科,本二批,469,469,469,42861,1
福建,2018,6053,长春工业大学,25,化学工程与工艺,理科,本二批,448,450,452,51515,2
福建,2018,6053,长春工业大学,26,制药工程,理科,本二批,448,451,453,51515,2
福建,2018,6053,长春工业大学,27,资源循环科学与工程,理科,本二批,452,452,452,49849,1
福建,2018,6053,长春工业大学,28,服装设计与工程,理科,本二批,449,449,449,51107,1
福建,2018,6053,长春工业大学,29,环境工程,理科,本二批,448,448,448,51515,1
福建,2018,6053,长春工业大学,30,食品科学与工程,理科,本二批,449,453,457,51107,3
福建,2018,6053,长春工业大学,31,生物工程,理科,本二批,450,450,450,50695,1
福建,2018,6053,长春工业大学,32,信息管理与信息系统,理科,本二批,457,457,457,47704,1
福建,2018,6053,长春工业大学,33,会计学,理科,本二批,458,458,458,47295,1
福建,2018,6053,长春工业大学,34,财务管理,理科,本二批,467,467,467,43640,1
福建,2018,6053,长春工业大学,35,工业工程,理科,本二批,449,451,453,51107,2
福建,2018,6053,长春工业大学,37,电子商务,理科,本二批,453,453,453,49371,1
福建,2018,6053,长春工业大学,01,金融学,文科,本二批,528,528,528,11188,1
福建,2018,6053,长春工业大学,02,社会工作,文科,本二批,519,519,519,12859,1
福建,2018,6053,长春工业大学,03,工商管理,文科,本二批,519,524,528,12859,2
福建,2018,6053,长春工业大学,04,会计学,文科,本二批,528,528,528,11188,1
福建,2018,6053,长春工业大学,05,财务管理,文科,本二批,528,528,528,11188,1
福建,2018,6053,长春工业大学,06,公共事业管理,文科,本二批,519,519,519,12859,1
福建,2018,6053,长春工业大学,07,劳动与社会保障,文科,本二批,518,518,518,13060,1
福建,2018,6053,长春工业大学,08,电子商务,文科,本二批,518,518,518,13060,1
福建,2018,5171,沈阳建筑大学,01,信息与计算科学,理科,本一批,506,506,506,28726,1
福建,2018,5171,沈阳建筑大学,02,机械类(含:机械设计制造及其自动化、机械工程、机械电子工程),理科,本一批,505,511,518,29061,4
福建,2018,5171,沈阳建筑大学,03,材料类(含:无机非金属材料工程、高分子材料与工程、功能材料、材料化学),理科,本一批,500,509,518,30743,6
福建,2018,5171,沈阳建筑大学,04,电气工程及其自动化,理科,本一批,510,513,519,27295,3
福建,2018,5171,沈阳建筑大学,05,通信工程,理科,本一批,513,513,513,26253,1
福建,2018,5171,沈阳建筑大学,06,自动化,理科,本一批,507,507,507,28388,1
福建,2018,5171,沈阳建筑大学,07,计算机科学与技术,理科,本一批,507,507,507,28388,1
福建,2018,5171,沈阳建筑大学,08,土木工程,理科,本一批,524,527,530,22606,3
